OBJECTID,InspectionStatus,SURVEY_DATE,PARID,ADDR,FRONTAGE,DEPTH,AREA_SQFT,AREA_ACRES,LAND_VAL,BLDG_VAL,TTL_VAL,ZONING,CURR_USE,LICENSE,PREF_USE,SECND_USE,REC_PRICE,COMMENTS,NBRHD,WARD_2012,LUC,STNUMB,STNUMB2,STDIR,STNAME,STTYPE,Z_,MODIFIED_BY,LAST_MODIFIED,STATUSSINCESURVEY,SHAPE_STArea(),SHAPE_STLength()
4217,Y,2016-06-07 04:00:00,6861231,715 E CUYAHOGA FALLS AVE,None,None,517493,11.88,142560,None,None,NULL,7, ,7,0,None,None,Chapel Hill,W2,830,715,None,E,CUYAHOGA FALLS,AVE,D,ROZENDA,2017-02-21 11:58:16,None,520800.60083,4126.32356399
4218,Y,2016-06-07 04:00:00,0220523,HOWE AVE,None,None,107680,2.472,24720,None,None,NULL,7, ,7,0,None,See photo for parcel 6861231.,Chapel Hill,W2,830,None,None,None,HOWE,AVE,None,ROZENDA,2017-02-21 11:58:16,None,104236.550537,3800.67930372
4219,Y,2016-05-19 04:00:00,6828161,34 CANTON RD,50,153,7649,0.1756,19530,None,None,NULL,None, ,11,12,None,None,Ellet,W6,640,34,None,None,CANTON,RD,None,ROZENDA,2017-02-21 11:58:16,None,7828.45483398,411.628742699
4220,Y,2016-05-19 04:00:00,6717186, ,50,306,15298,0.3512,23210,None,None,NULL,None,N,0,0,None,Neighbor using it for sideyard,Ellet,W6,640,None,None,None,CANTON,RD,None,ROZENDA,2017-02-21 11:58:16,None,15126.395752,714.572127132
4221,Y,2016-05-19 04:00:00,6717229,MOGADORE RD,None,None,23522,0.54,29700,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,23715.9785156,1227.40398403
4222,Y,2016-05-19 04:00:00,6717208,MOGADORE RD,None,None,23958,0.55,30250,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,23971.010498,1229.9794805
4223,Y,2016-05-19 04:00:00,6717211,2756 MOGADORE RD,None,None,47480,1.09,59950,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,640,2756,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,44726.1052246,1316.14962263
4224,Y,2016-05-19 04:00:00,6717232,MOGADORE RD,None,None,47480,1.09,59950,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,45566.3718262,1318.16797998
4225,Y,2016-05-19 04:00:00,6717223,MOGADORE RD,None,None,436,0.01,550,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,648.028320312,126.067735582
4226,Y,2016-05-19 04:00:00,6809683,2766 MOGADORE RD,83,170,14109,0.3239,24930,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,500,2766,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,13340.1072998,524.056862285
4227,Y,2016-05-19 04:00:00,6717217,MOGADORE RD,None,None,47480,1.09,59950,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,46482.0395508,1320.95168349
4228,Y,2016-05-19 04:00:00,6717226,MOGADORE RD,None,None,37026,0.85,46750,None,None,NULL,None, ,8,8,None,Parcel attached to Davenport Park photo taken already,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,37658.4107666,1029.80455697
4229,Y,2016-05-19 04:00:00,6717220,MOGADORE RD,None,None,47480,1.09,59950,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,45922.3250732,1319.22580259
4230,Y,2016-05-19 04:00:00,6717199,MOGADORE RD,None,None,47480,1.09,50960,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,47084.8051758,1325.37647944
4231,Y,2016-05-19 04:00:00,6717235,MOGADORE RD,None,None,33106,0.76,41800,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,33048.8515625,992.215361824
4232,Y,2016-05-19 04:00:00,6717238,MOGADORE RD,None,None,53579,1.23,46000,None,None,NULL,None, ,8,8,None,Davenport  Park,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,53582.3129883,924.980633413
4233,Y,2016-05-19 04:00:00,6717190,MOGADORE RD,None,None,80586,1.85,91580,None,None,NULL,None, ,8,8,None,Photo taken already,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,78156.8068848,1513.7047138
4234,Y,2016-06-14 04:00:00,6753625,FIRESTONE BLVD,None,None,4622,0.1061,12760,None,None,NULL,9, ,9,0,None,Transfer to The Waterloo (adjacent business).,Firestone Park,W7,640,None,None,None,FIRESTONE,BLVD,D,ROZENDA,2017-02-21 11:58:16,None,4636.56201172,503.658375513
4235,Y,2016-05-20 04:00:00,6717191,MOGADORE RD,77,113,8699,0.1997,17690,None,None,NULL,None, ,8,8,None,None,Ellet,W6,640,None,None,None,MOGADORE,RD,None,ROZENDA,2017-02-21 11:58:16,None,12640.2097168,486.25244746
4236,Y,2016-05-20 04:00:00,5101322,280 COLUMBINE AVE,None,None,46174,1.06,63600,None,None,NULL,None, ,14,14,None,Water tower,Ellet,None,640,280,None,None,COLUMBINE,AVE,None,ROZENDA,2017-02-21 11:58:16,None,48435.7294922,1266.67123416
4237,Y,2016-05-20 04:00:00,6821816,503 STETLER AVE,80,120,9601,0.2204,20350,49870,None,NULL,None, ,11,11,None,House to be demoed,Ellet,W6,510,503,None,None,STETLER,AVE,None,ROZENDA,2017-02-21 11:58:16,None,9461.84997559,398.87306598
4238,Y,2016-06-02 04:00:00,6717268,N ARLINGTON ST,None,None,436,0.01,190,None,None,NULL,7, ,7,0,None,None,Middlebury,W2,640,None,None,N,ARLINGTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,70.2391357422,35.4958990278
4239,Y,2016-07-05 04:00:00,6717265,N ARLINGTON ST,15,10,148,0.0034,410,None,None,NULL,14, ,14,0,None,Too small for photo,Middlebury,W10,640,None,None,N,ARLINGTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,200.886962891,57.2756728449
4240,Y,2016-06-01 04:00:00,6811096,750 FRASE AVE,48,107,5136,0.1179,12490,9000,None,NULL,7, ,11,0,None,None,Goodyear Heights,W10,640,750,None,None,FRASE,AVE,None,ROZENDA,2017-02-21 11:58:16,None,5237.40405273,308.298982885
4241,Y,2016-06-01 04:00:00,6811095,0 LEONORA AVE,45,106,4770,0.1095,5850,None,None,NULL,7, ,11,0,None,Delete photo 130,Goodyear Heights,W10,640,0,None,None,LEONORA,AVE,None,ROZENDA,2017-02-21 11:58:16,None,4733.37194824,300.43405474
4242,Y,2016-06-01 04:00:00,6708539,1086 HAZEL ST,38,127,4826,0.1108,12110,None,None,NULL,7, ,12,0,None,None,Goodyear Heights,W10,640,1086,None,None,HAZEL,ST,None,ROZENDA,2017-02-21 11:58:16,None,4877.37585449,332.336934987
4243,Y,2016-06-01 04:00:00,6828436,1131 ARNOLD ST,40,115,4600,0.1056,11750,None,None,NULL,7, ,12,0,None,None,Goodyear Heights,W10,640,1131,None,None,ARNOLD,ST,None,ROZENDA,2017-02-21 11:58:16,None,4589.81604004,308.971596241
4244,Y,2016-06-01 04:00:00,6828918,1162 JOHNLAND AVE,40,115,4600,0.1056,11310,None,None,NULL,7, ,12,0,None,Adjacent house appears vacant/abandoned. Offer to HFH?,Goodyear Heights,W10,640,1162,None,None,JOHNLAND,AVE,None,ROZENDA,2017-02-21 11:58:16,None,4622.73010254,310.6705151
4245,Y,2016-06-01 04:00:00,6818096,IROQUOIS AVE,50,189,9448,0.2169,15870,None,None,NULL,7, ,11,12,None,None,Goodyear Heights,W10,500,None,None,None,IROQUOIS,AVE,None,ROZENDA,2017-02-21 11:58:16,None,9446.14990234,479.681830433
4246,Y,2016-06-01 04:00:00,6844978,IROQUOIS AVE,50,185,9252,0.2124,7740,None,None,NULL,7, ,11,12,None,None,Goodyear Heights,W10,640,None,None,None,IROQUOIS,AVE,None,ROZENDA,2017-02-21 11:58:16,None,9238.30407715,471.664820082
4247,Y,2016-06-01 04:00:00,6749005,365 EASTLAND AVE,66,135,8908,0.2045,16300,None,None,NULL,7, ,11,12,None,None,Goodyear Heights,W10,500,365,None,None,EASTLAND,AVE,None,ROZENDA,2017-02-21 11:58:16,None,8826.11999512,399.746868913
4248,Y,2016-06-01 04:00:00,6843114,EASTLAND AVE,40,115,4600,0.1056,5570,None,None,NULL,7, ,11,12,None,None,Goodyear Heights,W10,640,None,None,None,EASTLAND,AVE,None,ROZENDA,2017-02-21 11:58:16,None,4399.8605957,306.768919859
4249,Y,2016-06-01 04:00:00,6843112,EASTLAND AVE,40,115,4600,0.1056,5570,None,None,NULL,7, ,11,12,None,None,Goodyear Heights,W10,640,None,None,None,EASTLAND,AVE,None,ROZENDA,2017-02-21 11:58:16,None,4657.21276855,311.308036833
4250,Y,2016-06-01 04:00:00,6816861,301 EASTLAND AVE,66,135,8908,0.2045,16300,25780,None,NULL,11, ,11,12,None,None,Goodyear Heights,W10,640,301,None,None,EASTLAND,AVE,None,ROZENDA,2017-02-21 11:58:16,None,8906.02978516,401.600490236
4251,Y,2016-06-01 04:00:00,6835632,289 EASTLAND AVE,25,80,3006,0.069,5420,20990,None,NULL,11, ,12,0,None,None,Goodyear Heights,W10,640,289,None,None,EASTLAND,AVE,None,ROZENDA,2017-02-21 11:58:16,None,2875.26513672,222.631359589
4252,Y,2016-05-27 04:00:00,6720514,NEWTON ST,None,None,5441,0.1249,10880,None,None,NULL,9, ,3,0,None,None,Goodyear Heights,W10,640,None,None,None,NEWTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,5517.7791748,362.485327901
4253,Y,2016-05-27 04:00:00,6720513,1295 NEWTON ST,None,None,5319,0.1221,10640,None,None,NULL,9, ,3,0,None,None,Goodyear Heights,W10,640,1295,None,None,NEWTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,5010.0958252,339.980039564
4254,Y,2016-06-01 04:00:00,6824592,TONAWANDA AVE,40,115,4600,0.1056,11310,None,None,NULL,7, ,11,12,None,Delete photo 141,Goodyear Heights,W10,640,None,None,None,TONAWANDA,AVE,None,ROZENDA,2017-02-21 11:58:16,None,4556.90026855,308.258153932
4255,Y,2016-06-01 04:00:00,6857367,1140 TONAWANDA AVE,80,115,9200,0.2112,16880,None,None,NULL,7, ,11,12,None,None,Goodyear Heights,W10,640,1140,None,None,TONAWANDA,AVE,None,ROZENDA,2017-02-21 11:58:16,None,9099.90576172,387.831802716
4256,Y,2016-05-27 04:00:00,6814871,NEWTON ST,None,None,32635,0.7492,65270,None,None,NULL,3, ,3,0,None,Middlebury Cemetery ,Goodyear Heights,W10,690,None,None,None,NEWTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,34212.1279297,742.788161021
4257,Y,2016-06-01 04:00:00,6717271,766 BRITTAIN RD,None,None,66211,1.52,83600,None,None,NULL,None, ,0,0,None,Fire station,Goodyear Heights,W10,640,766,None,None,BRITTAIN,RD,D,ROZENDA,2017-02-21 11:58:16,None,53780.4431152,1019.56520168
4258,Y,2016-05-27 04:00:00,6815880,1287 NEWTON ST,None,None,5480,0.1258,9320,None,None,NULL,9, ,3,3,None,None,Goodyear Heights,W10,640,1287,None,None,NEWTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,5785.82641602,369.054656365
4259,Y,2016-05-27 04:00:00,6805484,1305 NEWTON ST,None,None,5624,0.1291,9560,None,None,NULL,6, ,6,3,None,Akron Grows community garden,Goodyear Heights,W10,640,1305,None,None,NEWTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,5772.6348877,345.043454768
4260,Y,2016-05-27 04:00:00,6826525,NEWTON ST,None,None,4800,0.1102,8160,None,None,NULL,6, ,6,3,None,Akron Grows community garden,Goodyear Heights,W10,640,None,None,None,NEWTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,4742.58679199,320.483878302
4261,Y,2016-05-27 04:00:00,6805483,NEWTON ST,None,None,4639,0.1065,7890,None,None,NULL,6, ,6,3,None,Akron Grows community garden,Goodyear Heights,W10,640,None,None,None,NEWTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,4667.02770996,314.018243064
4262,Y,2016-05-27 04:00:00,6815228,1317 NEWTON ST,None,None,2871,0.0659,4880,None,None,NULL,6, ,6,3,None,Akron Grows community garden,Goodyear Heights,W10,640,1317,None,None,NEWTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,3032.19689941,283.17309477
4263,Y,2016-06-02 04:00:00,6763722,N ARLINGTON ST,None,None,5706,0.131,2950,None,None,NULL,7, ,7,0,None,None,Middlebury,W2,640,None,None,N,ARLINGTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,5708.88134766,448.933653668
4264,Y,2016-07-05 04:00:00,7200150,SOUREK RD,30,192,5759,0.1322,33010,None,None,NULL,14, ,14,0,None,None,None,W8,640,None,None,None,SOUREK,RD,None,ROZENDA,2017-02-21 11:58:16,None,5321.03527832,452.933661804
4265,Y,2016-06-21 04:00:00,3503747,W BATH RD,None,None,64904,1.49,53640,None,None,NULL,8, ,8,0,None,See adjacent parcels for pic ,None,None,640,None,None,W,BATH,RD,None,ROZENDA,2017-02-21 11:58:16,None,21508.7386475,613.221362181
4266,Y,2016-07-05 04:00:00,6900306,594 LAKE OF THE WOODS BLVD,None,None,10285,0.2361,11040,None,None,NULL,14, ,14,0,None,None,None,W8,640,594,None,None,LAKE OF THE WOODS,BLVD,None,ROZENDA,2017-02-21 11:58:16,None,8905.33374023,905.893006981
4267,Y,2016-07-05 04:00:00,6900647,594 LAKE OF THE WOODS BLVD,None,None,None,0.0,None,None,None,NULL,14, ,14,0,None,"Pump house, see adjacent parcels for pic ",None,W8,499,594,None,None,LAKE OF THE WOODS,BLVD,None,ROZENDA,2017-02-21 11:58:16,None,8905.33374023,905.893006981
4268,Y,2016-06-16 04:00:00,6900640,SMITH RD,None,None,241819,5.5514,38170,None,None,NULL,9, ,9,0,None,Part of the Signet Co campus,None,W8,640,None,None,None,SMITH,RD,None,ROZENDA,2017-02-21 11:58:16,None,241815.392822,2507.2469915
4269,Y,2016-05-20 04:00:00,6717288,CAINE RD,None,None,40946,0.94,7050,None,None,NULL,None, ,14,7,None,Long strip of treed land with fence... could be for a utility easement,Ellet,W6,640,None,None,None,CAINE,RD,None,ROZENDA,2017-02-21 11:58:16,None,35989.1584473,1786.77327458
4270,Y,2016-05-19 04:00:00,6710458,OGDEN AVE,None,None,4800,0.1102,13260,None,None,NULL,None, ,9,9,None,Photo already taken,Ellet,W6,640,None,None,None,OGDEN,AVE,D,ROZENDA,2017-02-21 11:58:16,None,4725.21606445,315.63987696
4271,Y,2016-05-19 04:00:00,6721186,2571 ALBRECHT AVE,None,None,4800,0.1102,13420,None,None,NULL,None, ,9,9,None,None,Ellet,W6,640,2571,None,None,ALBRECHT,AVE,D,ROZENDA,2017-02-21 11:58:16,None,5070.23596191,327.040058874
4272,Y,2016-05-20 04:00:00,6717291,TRIPLETT BLVD,None,None,5942,0.1364,3530,None,None,NULL,None, ,7,8,None,None,Ellet,W6,640,None,None,None,TRIPLETT,BLVD,None,ROZENDA,2017-02-21 11:58:16,None,4114.99816895,250.724764659
4273,Y,2016-05-20 04:00:00,6745998,710 UTICA AVE,50,140,7000,0.1607,20400,None,None,NULL,None, ,11,12,None,None,Ellet,W6,640,710,None,None,UTICA,AVE,None,ROZENDA,2017-02-21 11:58:16,None,7104.30883789,384.735044917
4274,Y,2016-05-25 04:00:00,6717304,TRIPLETT BLVD,None,None,465656,10.69,188540,None,None,NULL,8, ,8,0,None,Ball field park,Ellet,W6,640,None,None,None,TRIPLETT,BLVD,None,ROZENDA,2017-02-21 11:58:16,None,379872.365112,4970.91286791
4275,Y,2016-05-25 04:00:00,6717321,TRIPLETT  BLVD,115,149,17137,0.3934,34550,None,None,NULL,8, ,8,0,None,"Part of ball field, see previous parcels for pic",Ellet,W6,640,None,None,None,TRIPLETT,BLVD,None,ROZENDA,2017-02-21 11:58:16,None,17057.6965332,520.931672984
4276,Y,2016-05-26 04:00:00,6717292,HILBISH  AVE,50,150,7501,0.1722,5510,None,None,NULL,8, ,8,7,None,"Part of ball field and airport right of way, see previous parcels for pic",Ellet,W6,640,None,None,None,HILBISH,AVE,None,ROZENDA,2017-02-21 11:58:16,None,8512.64477539,415.060724102
4277,Y,2016-05-20 04:00:00,6717320,2474 TRIPLETT BLVD,None,None,125017,2.87,90000,None,None,NULL,None, ,8,14,None,Combo lot with fire station and utility and park area behind it,Ellet,W6,640,2474,None,None,TRIPLETT,BLVD,D,ROZENDA,2017-02-21 11:58:16,None,124765.294556,1718.96493391
4278,Y,2016-05-25 04:00:00,6717457,TRIPLETT BLVD,None,None,268330,6.16,144500,None,None,NULL,8, ,8,0,None,Ball field park,Ellet,W6,640,None,None,None,TRIPLETT,BLVD,None,ROZENDA,2017-02-21 11:58:16,None,227688.721802,2365.34228854
4279,Y,2016-05-25 04:00:00,6757282,2070 QUAYLE DR,None,None,None,0.0,None,None,None,NULL,8, ,8,0,None,"Ball field park, see previous parcels for pic",Ellet,W6,640,2070,None,None,QUAYLE,DR,None,ROZENDA,2017-02-21 11:58:16,None,277593.427612,2364.73066055
4280,Y,2016-05-19 04:00:00,6710457,2576 OGDEN AVE,None,None,5401,0.124,14920,None,None,NULL,None, ,9,9,None,Photo already taken,Ellet,W6,640,2576,None,None,OGDEN,AVE,None,ROZENDA,2017-02-21 11:58:16,None,5236.9720459,327.395778836
4281,Y,2016-05-19 04:00:00,6722338,2575 ALBRECHT AVE,None,None,6839,0.157,16230,None,None,NULL,None, ,9,9,None,Photo already taken,Ellet,W6,640,2575,None,None,ALBRECHT,AVE,None,ROZENDA,2017-02-21 11:58:16,None,6662.03051758,353.741961315
4282,N,None,5110221,E WATERLOO RD,None,None,14985,0.344,1520,None,None,NULL,None, ,0,0,None,None,None,None,640,None,None,E,WATERLOO,RD,None,ROZENDA,2017-02-21 12:45:07,Added,15149.1375732,502.369010134
4283,Y,2016-06-10 04:00:00,6838746,STARKEY ST,84,130,10920,0.2507,400,None,None,NULL,7, ,7,0,None,Land locked piece of land in wooded are beyond field,West Akron,W4,640,None,None,None,STARKEY,ST,None,ROZENDA,2017-02-21 11:58:16,None,10289.6506348,413.013445292
4284,Y,2016-06-10 04:00:00,6755338,COURTLAND AVE,None,None,52708,1.21,3850,None,None,NULL,7, ,7,0,None,Land locked piece of land in wooded area beyond field,West Akron,W4,640,None,None,None,COURTLAND,AVE,None,ROZENDA,2017-02-21 11:58:16,None,58806.1467285,1016.48701679
4285,Y,2016-06-10 04:00:00,1504098,COPLEY RD,None,None,15865,0.3642,36490,None,None,NULL,7, ,12,0,None,Unbuildable lot due to terminate easement,None,None,640,None,None,None,COPLEY,RD,None,ROZENDA,2017-02-21 13:02:48,Sold/Removed,16510.8570557,540.537653673
4286,Y,2016-06-10 04:00:00,1504099,LAWNSHIRE DR,None,None,20473,0.47,3920,None,None,NULL,7, ,7,0,None,Land locked lot behind houses,None,None,640,None,None,None,LAWNSHIRE,DR,None,ROZENDA,2017-02-21 11:58:16,None,21469.413208,614.048197241
4287,Y,2016-06-10 04:00:00,1500170,WEALTHY RD,None,None,223027,5.12,128000,None,None,NULL,7, ,12,0,None,Land behind houses,None,None,640,None,None,None,WEALTHY,RD,None,ROZENDA,2017-02-21 11:58:16,None,221020.562622,2817.06060513
4288,Y,2016-05-25 04:00:00,6717418,952 E EXCHANGE ST,None,None,28750,0.66,93440,None,None,NULL,3, ,0,0,None,Zoning split between U-3 and U-4. Fire station.,Middlebury,W10,640,952,None,E,EXCHANGE,ST,D,ROZENDA,2017-02-21 11:58:16,None,29775.8526611,696.032991613
4289,Y,2016-05-25 04:00:00,6746669,32 S CASE AVE,None,None,6072,0.1394,10320,None,None,NULL,7, ,13,0,None,CSO,Middlebury,W10,640,32,None,S,CASE,AVE,None,ROZENDA,2017-02-21 11:58:16,None,6290.03747559,427.135001822
4290,Y,2016-05-25 04:00:00,6746668,RIVER ST,None,None,2296,0.0527,1150,None,None,NULL,7, ,13,0,None,CSO. See photo 58.,Middlebury,W10,640,None,None,None,RIVER,ST,None,ROZENDA,2017-02-21 11:58:16,None,804.005126953,199.972570323
4291,Y,2016-05-25 04:00:00,6746667,36 S CASE AVE,None,None,4700,0.1079,9400,None,None,NULL,7, ,13,0,None,CSO. See photo 58.,Middlebury,W10,640,36,None,S,CASE,AVE,None,ROZENDA,2017-02-21 11:58:16,None,4914.109375,305.01940799
4292,Y,2016-05-25 04:00:00,6731164,S CASE AVE,None,None,2640,0.0606,5280,None,None,NULL,7, ,4,0,None,Donate to adjacent school.,Middlebury,W10,640,None,None,S,CASE,AVE,None,ROZENDA,2017-02-21 11:58:16,None,2573.34313965,210.894958249
4293,Y,2016-05-25 04:00:00,6818677,S ARLINGTON ST,None,None,3311,0.076,6620,None,None,NULL,7, ,4,0,None,Donate to adjacent school.,Middlebury,W10,640,None,None,S,ARLINGTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,3090.27001953,241.749302568
4294,Y,2016-05-25 04:00:00,6818678,161 S ARLINGTON ST,None,None,3454,0.0793,3460,None,None,NULL,7, ,4,0,None,Donate to adjacent school.,Middlebury,W10,640,161,None,S,ARLINGTON,ST,None,ROZENDA,2017-02-21 11:58:16,None,3114.45568848,269.128119627
4295,Y,2016-05-27 04:00:00,6717263,1150 JOHNSTON ST,None,None,6752,0.155,11810,None,None,NULL,14, ,14,0,None,None,Middlebury,W5,640,1150,None,None,JOHNSTON,ST,D,ROZENDA,2017-02-21 11:58:16,None,5422.52661133,351.126776371
4296,Y,2016-05-27 04:00:00,6711055,1151 ACKLEY ST,40,120,4800,0.1102,5670,None,None,NULL,14, ,14,7,None,None,Middlebury,W5,640,1151,None,None,ACKLEY,ST,D,ROZENDA,2017-02-21 11:58:16,None,5018.84863281,370.210575872
4297,Y,2016-05-27 04:00:00,6717255,ACKLEY ST,None,None,4800,0.1102,8400,None,None,NULL,14, ,14,0,None,Driveway,Middlebury,W5,640,None,None,None,ACKLEY,ST,D,ROZENDA,2017-02-21 11:58:16,None,4722.35131836,318.980554298
4298,Y,2016-05-27 04:00:00,6848369,1170 HART ST,4,157,6608,0.1517,700,None,None,NULL,7, ,11,3,None,None,Middlebury,W5,640,1170,None,None,HART,ST,None,ROZENDA,2017-02-21 11:58:16,None,7150.17053223,398.656583261
4299,Y,2016-06-02 04:00:00,6720903,1263 5TH AVE,28,125,3498,0.0803,10530,None,None,NULL,11, ,11,12,None,House not demoed yet,East Akron,W5,640,1263,None,None, 5TH,AVE,None,ROZENDA,2017-02-21 11:58:16,None,3582.76245117,313.101137253
4300,Y,2016-06-02 04:00:00,6818064,5TH AVE,28,125,3498,0.0803,5850,None,None,NULL,7, ,7,12,None,None,East Akron,W5,640,None,None,None, 5TH,AVE,None,ROZENDA,2017-02-21 11:58:16,None,3710.47497559,314.984569746
4301,Y,2016-06-02 04:00:00,6706768,5TH AVE,28,125,3498,0.0803,5850,None,None,NULL,7, ,12,0,None,None,East Akron,W5,640,None,None,None, 5TH,AVE,None,ROZENDA,2017-02-21 11:58:16,None,3436.07702637,310.609822853
4302,Y,2016-06-02 04:00:00,6713856,5TH AVE,32,95,3040,0.0698,5200,None,None,NULL,7, ,12,0,None,None,East Akron,W5,640,None,None,None, 5TH,AVE,None,ROZENDA,2017-02-21 11:58:16,None,2858.12451172,256.10390933
4303,Y,2016-06-02 04:00:00,6804149,5TH AVE,37,85,3145,0.0722,5090,None,None,NULL,7, ,12,0,None,Appears adj owners @ 1241 have fenced it for themselves.,East Akron,W5,640,None,None,None, 5TH,AVE,None,ROZENDA,2017-02-21 11:58:16,None,3360.25500488,253.045202363
4304,Y,2016-06-02 04:00:00,6818756,1219 DUANE AVE,40,111,4439,0.1019,11600,None,None,NULL,7, ,12,0,None,None,East Akron,W5,640,1219,None,None,DUANE,AVE,None,ROZENDA,2017-02-21 11:58:16,None,4673.31201172,315.022864752
4305,Y,2016-06-02 04:00:00,6710972,S ARLINGTON ST,50,120,5998,0.1377,13690,None,None,NULL,7, ,3,6,None,See adjacent parcel for pic,East Akron,W5,640,None,None,S,ARLINGTON,ST,D,ROZENDA,2017-02-21 11:58:16,None,6005.81066895,340.743258416
4306,Y,2016-06-02 04:00:00,6814108,ALEXANDER ST,50,125,6251,0.1435,13990,None,None,NULL,7, ,11,6,None,None,East Akron,W5,640,None,None,None,ALEXANDER,ST,None,ROZENDA,2017-02-21 11:58:16,None,6071.92138672,344.374188521
4307,Y,2016-06-02 04:00:00,6835729,443 S ARLINGTON ST,None,None,5998,0.1377,8930,None,None,NULL,7, ,3,6,None,None,East Akron,W5,640,443,None,S,ARLINGTON,ST,D,ROZENDA,2017-02-21 11:58:16,None,5911.12011719,338.889138983
4308,Y,2016-06-02 04:00:00,6717218,HOMESTEAD ST,40,105,4199,0.0964,3780,None,None,NULL,8, ,8,0,None,Homestead Park,East Akron,W5,640,None,None,None,HOMESTEAD,ST,None,ROZENDA,2017-02-21 11:58:16,None,4029.85375977,284.527559502
4309,Y,2016-06-02 04:00:00,6717233,HOMESTEAD ST,40,105,4199,0.0964,3780,None,None,NULL,8, ,8,0,None,See adjacent parcels for pic,East Akron,W5,640,None,None,None,HOMESTEAD,ST,None,ROZENDA,2017-02-21 11:58:16,None,4157.7401123,286.91219015
4310,Y,2016-06-02 04:00:00,6717230,HOMESTEAD ST,None,None,4199,0.0964,6250,None,None,NULL,8, ,8,0,None,See adjacent parcels for pic,East Akron,W5,640,None,None,None,HOMESTEAD,ST,None,ROZENDA,2017-02-21 11:58:16,None,4045.60437012,284.635669482
4311,Y,2016-06-02 04:00:00,6717227,HART ST,47,35,1647,0.0378,7130,None,None,NULL,7, ,12,0,None,None,East Akron,W5,640,None,None,None,HART,ST,None,ROZENDA,2017-02-21 11:58:16,None,1525.18469238,156.678507136
4312,Y,2016-06-02 04:00:00,6826045,7TH AVE,35,121,4234,0.0972,11510,None,None,NULL,7, ,11,12,None,None,East Akron,W5,640,None,None,None, 7TH,AVE,None,ROZENDA,2017-02-21 11:58:16,None,4168.75549316,309.895869877
4313,Y,2016-05-25 04:00:00,6859583,E EXCHANGE ST,None,None,828,0.019,600,None,None,NULL,7, ,4,0,None,Former Akron Barberton Cluster Railroad corridor. Sell to Enterprise Rent-a-Car.,Middlebury,W10,640,None,None,E,EXCHANGE,ST,None,ROZENDA,2017-02-21 11:58:16,None,934.098510742,146.678261443
4314,Y,2016-05-25 04:00:00,6732050,40 S CASE AVE,None,None,5441,0.1249,9250,None,None,NULL,9, ,13,0,None,CSO. See photo 58.,Middlebury,W10,400,40,None,S,CASE,AVE,None,ROZENDA,2017-02-21 11:58:16,None,5526.17126465,383.621527771
4315,Y,2016-05-25 04:00:00,6746692,CASE AVE,None,None,6586,0.1512,7900,None,None,NULL,7, ,13,0,None,CSO. See photo 58.,Middlebury,W10,640,None,None,S,CASE,AVE,None,ROZENDA,2017-02-21 11:58:16,None,7499.05639648,413.284424191
